# stat_desc_map.tsv - generated by poe_tools.py (build-stat-desc)
# generated: 2026-09-15T15:29:39Z
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_apply_hounded_by_wisps_on_hit	Chance to inflict 1 Faerie Fire on Hit@{0}	0	%_chance_to_apply_hounded_by_wisps_on_hit
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_currency	Basic Currency Items dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_currency
%_chance_to_duplicate_dropped_divination_cards	Divination Cards dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_divination_cards
%_chance_to_duplicate_dropped_gems	Gems dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_gems
%_chance_to_duplicate_dropped_maps	Maps dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_maps
%_chance_to_duplicate_dropped_scarabs	Scarabs dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_scarabs
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_duplicate_dropped_uniques	Unique Items dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_uniques
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when your Mine is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_of_physical_hit_damage_you_deal_causes_additional_blood_loss	{0}% of Physical damage dealt by your Hits causes Blood Loss	0	%_of_physical_hit_damage_you_deal_causes_additional_blood_loss
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
chance_to_deal_double_damage_%_if_have_stunned_an_enemy_recently	{0}% chance to deal Double Damage if you have Stunned an Enemy Recently	0	chance_to_deal_double_damage_%_if_have_stunned_an_enemy_recently
chance_to_deal_double_damage_%_if_used_a_warcry_in_past_8_seconds	{0}% chance to deal Double Damage if you've Warcried in the past 8 seconds	0	chance_to_deal_double_damage_%_if_used_a_warcry_in_past_8_seconds
chance_to_deal_double_damage_%_per_4_rage	{0}% chance to deal Double Damage per 4 Rage	0	chance_to_deal_double_damage_%_per_4_rage
chance_to_deal_double_damage_%_per_500_strength	{0}% chance to deal Double Damage per 500 Strength	0	chance_to_deal_double_damage_%_per_500_strength
chance_to_deal_double_damage_%_vs_bleeding_enemies	{0}% chance to deal Double Damage to Bleeding Enemies	0	chance_to_deal_double_damage_%_vs_bleeding_enemies
chance_to_deal_double_damage_%_while_at_least_200_strength	{0}% chance to deal Double Damage while you have at least 200 Strength	0	chance_to_deal_double_damage_%_while_at_least_200_strength
chance_to_deal_double_damage_%_while_focused	{0}% chance to deal Double Damage while Focused	0	chance_to_deal_double_damage_%_while_focused
chance_to_deal_double_damage_+%_if_cast_vulnerability_in_past_10_seconds	{0}% chance to deal Double Damage if you've cast Vulnerability in the past 10 seconds	0	chance_to_deal_double_damage_+%_if_cast_vulnerability_in_past_10_seconds
chance_to_deal_double_damage_for_3_seconds_on_spell_cast_every_9_seconds	Gain {0}% chance to deal Double Damage for 3 seconds when you cast a Spell, up to once every 9 seconds	0	chance_to_deal_double_damage_for_3_seconds_on_spell_cast_every_9_seconds
chance_to_deal_double_damage_while_affected_by_glorious_madness_%	{0}% chance to deal Double Damage while affected by Glorious Madness	0	chance_to_deal_double_damage_while_affected_by_glorious_madness_%
chance_to_deal_double_damage_while_on_full_life_%	You have {0}% chance to deal Double Damage while on Full Life	0	chance_to_deal_double_damage_while_on_full_life_%
chance_to_deal_triple_damage_%	{0}% chance to deal Triple Damage	0	base_chance_to_deal_triple_damage_%
chance_to_deal_triple_damage_%_while_at_least_400_strength	{0}% chance to deal Triple Damage while you have at least 400 Strength	0	chance_to_deal_triple_damage_%_while_at_least_400_strength
chance_to_defend_with_150%_armour_%_per_5%_missing_energy_shield	{0}% chance to Defend with 150% of Armour per 5% missing Energy Shield	0	chance_to_defend_with_150%_armour_%_per_5%_missing_energy_shield
chance_to_destroy_corpse_on_kill_%_vs_ignited	Supported Skills have {0}% chance to Destroy Ignited Corpses on Killing Blow	0	base_chance_to_destroy_corpse_on_kill_%_vs_ignited
chance_to_double_armour_effect_on_hit_%	{0}% chance to Defend with 200% of Armour	0	chance_to_double_armour_effect_on_hit_%
chance_to_double_stun_duration_%	{0}% chance to double Stun Duration	0	chance_to_double_stun_duration_%
chance_to_fire_1_additional_projectile_%_with_rollover	{0:+d}% Surpassing chance to fire an additional Projectile	0	chance_to_fire_1_additional_projectile_%_with_rollover
chance_to_fire_1_additional_projectile_%_with_rollover_with_bow_attacks	{0:+d}% Surpassing chance to fire an additional Arrow	0	chance_to_fire_1_additional_projectile_%_with_rollover_with_bow_attacks
chance_to_fork_extra_projectile_%	Projectiles have {0}% chance for an additional Projectile when Forking	0	chance_to_fork_extra_projectile_%
chance_to_fork_extra_projectile_%_per_10_tribute	Projectiles have {0}% chance for an additional Projectile when Forking per 10 Tribute	0	chance_to_fork_extra_projectile_%_per_10_tribute
chance_to_fork_from_frozen_enemy_%	Supported Skills have {0}% chance to Fork when hitting Frozen Enemies	0	chance_to_fork_from_frozen_enemy_%
chance_to_fortify_on_melee_hit_+%	Melee Hits Fortify	0	chance_to_fortify_on_melee_hit_+%
chance_to_fortify_on_melee_stun_%	Melee Hits which Stun have {0}% chance to Fortify	0	chance_to_fortify_on_melee_stun_%
chance_to_freeze_%	Always Freezes Enemies on Hit	0	base_chance_to_freeze_%,always_freeze
chance_to_gain_1_more_charge_%	{0}% chance when you gain a Charge to gain an additional Charge	0	chance_to_gain_1_more_charge_%
chance_to_gain_1_more_charge_%_per_10_tribute	{0}% chance when you gain a Charge to gain an additional Charge per 10 Tribute	0	chance_to_gain_1_more_charge_%_per_10_tribute
chance_to_gain_1_more_endurance_charge_%	{0}% chance when you gain an Endurance Charge to gain an additional Endurance Charge	0	chance_to_gain_1_more_endurance_charge_%
chance_to_gain_1_more_frenzy_charge_%	{0}% chance when you gain a Frenzy Charge to gain an additional Frenzy Charge	0	chance_to_gain_1_more_frenzy_charge_%
chance_to_gain_1_more_power_charge_%	{0}% chance when you gain a Power Charge to gain an additional Power Charge	0	chance_to_gain_1_more_power_charge_%
chance_to_gain_1_more_random_charge_%	{0}% chance to gain an additional random Charge when you gain a Charge	0	chance_to_gain_1_more_random_charge_%
chance_to_gain_200_life_on_hit_with_attacks_%	{0}% chance to gain 200 Life on Hit with Attacks	0	chance_to_gain_200_life_on_hit_with_attacks_%
chance_to_gain_3_additional_exerted_attacks_%	Warcries have {0}% chance to Empower 3 additional Attacks	0	chance_to_gain_3_additional_exerted_attacks_%
chance_to_gain_adrenaline_for_2_seconds_on_leech_removed_by_filling_unreserved_life_%	{0}% chance to gain Adrenaline for 2 Seconds when Leech is\nremoved by Filling Unreserved Life	0	chance_to_gain_adrenaline_for_2_seconds_on_leech_removed_by_filling_unreserved_life_%
chance_to_gain_elusive_when_you_block_while_dual_wielding_%	{0}% chance to gain Elusive when you Block while Dual Wielding	0	chance_to_gain_elusive_when_you_block_while_dual_wielding_%
chance_to_gain_endurance_charge_on_armour_break_%	{0}% chance to gain an Endurance Charge when Supported Skills Fully Break Armour	0	chance_to_gain_endurance_charge_on_armour_break_%
chance_to_gain_endurance_charge_on_block_%	{0}% chance to gain an Endurance Charge when you Block	0	chance_to_gain_endurance_charge_on_block_%
chance_to_gain_endurance_charge_on_bow_crit_%	{0}% chance to gain an Endurance Charge on Bow Critical Hit	0	chance_to_gain_endurance_charge_on_bow_crit_%
chance_to_gain_endurance_charge_on_crit_%	{0}% chance to gain an Endurance Charge on Critical Hit	0	chance_to_gain_endurance_charge_on_crit_%
chance_to_gain_endurance_charge_on_heavy_stunning_non_unique_enemy_%	{0}% chance to gain an Endurance Charge when Heavily Stunning a non-Unique Enemy with Supported Skills	0	chance_to_gain_endurance_charge_on_heavy_stunning_non_unique_enemy_%
chance_to_gain_endurance_charge_on_hit_%_vs_bleeding_enemy	{0}% chance to gain an Endurance Charge when you Hit a Bleeding Enemy	0	chance_to_gain_endurance_charge_on_hit_%_vs_bleeding_enemy
chance_to_gain_endurance_charge_on_melee_crit_%	{0}% chance to gain an Endurance Charge on Melee Critical Hit	0	chance_to_gain_endurance_charge_on_melee_crit_%
chance_to_gain_endurance_charge_on_perfect_timing_hit_%	{0}% chance to gain an Endurance Charge when hitting an Enemy with Supported Skill when Perfectly Timed	0	chance_to_gain_endurance_charge_on_perfect_timing_hit_%
chance_to_gain_endurance_charge_when_hit_%	{0}% chance to gain an Endurance Charge when you are Hit	0	chance_to_gain_endurance_charge_when_hit_%
chance_to_gain_endurance_charge_when_you_stun_enemy_%	{0}% chance to gain an Endurance Charge when you Stun an Enemy	0	chance_to_gain_endurance_charge_when_you_stun_enemy_%
chance_to_gain_frenzy_charge_on_block_%	{0}% chance to gain a Frenzy Charge when you Block	0	chance_to_gain_frenzy_charge_on_block_%
chance_to_gain_frenzy_charge_on_block_attack_%	{0}% chance to gain a Frenzy Charge when you Block Attack Damage	0	chance_to_gain_frenzy_charge_on_block_attack_%
chance_to_gain_frenzy_charge_on_killing_enemy_affected_by_cold_snap_ground_%	{0}% chance to gain a Frenzy Charge when an Enemy Dies while in this Skill's Area	0	chance_to_gain_frenzy_charge_on_killing_enemy_affected_by_cold_snap_ground_%,vaal_cold_snap_gain_frenzy_charge_every_second_if_enemy_in_aura,active_skill_cooldown_bypass_type_override_to_power_charge
chance_to_gain_frenzy_charge_on_killing_frozen_enemy_%	{0}% chance to gain a Frenzy Charge on killing a Frozen enemy	0	chance_to_gain_frenzy_charge_on_killing_frozen_enemy_%
chance_to_gain_frenzy_charge_on_stun_%	{0}% chance to gain a Frenzy Charge when you Stun an Enemy	0	chance_to_gain_frenzy_charge_on_stun_%
chance_to_gain_max_crab_stacks_when_you_would_gain_a_crab_stack_%	{0}% chance that if you would gain a Crab Barrier, you instead gain up to\nyour maximum number of Crab Barriers	0	chance_to_gain_max_crab_stacks_when_you_would_gain_a_crab_stack_%
chance_to_gain_onslaught_for_4_seconds_on_leech_removed_by_filling_unreserved_life_%	{0}% chance to gain Onslaught for 4 Seconds when Leech is\nremoved by Filling Unreserved Life	0	chance_to_gain_onslaught_for_4_seconds_on_leech_removed_by_filling_unreserved_life_%
chance_to_gain_onslaught_on_flask_use_%	{0}% chance to gain Onslaught when you use a Flask	0	chance_to_gain_onslaught_on_flask_use_%
chance_to_gain_onslaught_on_hit_%_vs_rare_or_unique_enemy	{0}% chance to gain Onslaught for 10 Seconds when you Hit a Rare\nor Unique Enemy	0	chance_to_gain_onslaught_on_hit_%_vs_rare_or_unique_enemy
chance_to_gain_onslaught_on_kill_%	{0}% chance to gain Onslaught for 4 seconds on Kill	0	chance_to_gain_onslaught_on_kill_%,onslaught_time_granted_on_kill_ms
chance_to_gain_onslaught_on_kill_for_10_seconds_%	{0}% chance to gain Onslaught for 10 seconds on kill	0	chance_to_gain_onslaught_on_kill_for_10_seconds_%
chance_to_gain_onslaught_on_kill_for_4_seconds_%	{0}% chance to gain Onslaught for 4 seconds on Kill	0	chance_to_gain_onslaught_on_kill_for_4_seconds_%
chance_to_gain_onslaught_on_kill_with_axes_%	{0}% chance to gain Onslaught on Killing Blow with Axes	0	chance_to_gain_onslaught_on_kill_with_axes_%
chance_to_gain_power_charge_on_hitting_enemy_affected_by_spiders_web_%	{0}% chance to gain a Power Charge on hitting an Enemy affected by a Spider's Web	0	chance_to_gain_power_charge_on_hitting_enemy_affected_by_spiders_web_%
chance_to_gain_power_charge_on_killing_frozen_enemy_%	{0}% chance to gain a Power Charge on killing a Frozen enemy	0	chance_to_gain_power_charge_on_killing_frozen_enemy_%
chance_to_gain_power_charge_on_melee_stun_%	{0}% chance to gain a Power Charge when you Stun with Melee Damage	0	chance_to_gain_power_charge_on_melee_stun_%
chance_to_gain_power_charge_on_rare_or_unique_enemy_hit_%	{0}% chance to gain a Power Charge when you Hit a Rare or Unique Enemy	0	chance_to_gain_power_charge_on_rare_or_unique_enemy_hit_%
chance_to_gain_power_charge_on_stun_%	{0}% chance to gain a Power Charge when you Stun	0	chance_to_gain_power_charge_on_stun_%
chance_to_gain_power_charge_when_block_%	{0}% chance to gain a Power Charge when you Block	0	chance_to_gain_power_charge_when_block_%
chance_to_gain_random_curse_when_hit_%_per_10_levels	{0}% chance to inflict a Hex on you when Hit per 10 Levels	0	chance_to_gain_random_curse_when_hit_%_per_10_levels
chance_to_gain_random_standard_charge_on_hit_%	{0}% chance to gain a Power, Frenzy or Endurance Charge on Hit	0	chance_to_gain_random_standard_charge_on_hit_%
chance_to_gain_skill_cost_as_mana_when_paid_%	{0}% chance when you pay a Skill's Cost to gain that much Mana	0	chance_to_gain_skill_cost_as_mana_when_paid_%
chance_to_gain_vaal_soul_on_enemy_shatter_%	{0}% chance to gain an additional Vaal Soul per Enemy Shattered	0	chance_to_gain_vaal_soul_on_enemy_shatter_%
chance_to_gain_vaal_soul_on_kill_%	{0}% chance to gain an additional Vaal Soul on Kill	0	chance_to_gain_vaal_soul_on_kill_%
chance_to_generate_owl_feather_%_on_crit	{0}% chance to gain an Owl Feather on Critical Hit	0	chance_to_generate_owl_feather_%_on_crit
chance_to_grant_endurance_charge_to_nearby_allies_on_hit_%	{0}% chance to grant a Endurance Charge to Allies in your Presence on Hit	0	chance_to_grant_endurance_charge_to_nearby_allies_on_hit_%
chance_to_grant_frenzy_charge_to_nearby_allies_on_hit_%	{0}% chance to grant a Frenzy Charge to nearby Allies on Hit	0	chance_to_grant_frenzy_charge_to_nearby_allies_on_hit_%
chance_to_grant_frenzy_charge_to_nearby_allies_on_kill_%	Grant a Frenzy Charge to nearby Allies on Kill	0	chance_to_grant_frenzy_charge_to_nearby_allies_on_kill_%
chance_to_grant_nearby_enemies_onslaught_on_kill_%	{0}% chance to grant Onslaught to nearby Enemies on Kill	0	chance_to_grant_nearby_enemies_onslaught_on_kill_%
chance_to_grant_power_charge_on_shocking_chilled_enemy_%	{0}% chance to gain a Power Charge when you Shock a Chilled Enemy	0	chance_to_grant_power_charge_on_shocking_chilled_enemy_%
chance_to_grant_power_charge_to_nearby_allies_on_hit_%	{0}% chance to grant a Power Charge to Allies in your Presence on Hit	0	chance_to_grant_power_charge_to_nearby_allies_on_hit_%
chance_to_grant_power_charge_to_nearby_allies_on_kill_%	{0}% chance to grant a Power Charge to nearby Allies on Kill	0	chance_to_grant_power_charge_to_nearby_allies_on_kill_%
chance_to_ignite_is_doubled	Flammability Magnitude is doubled	0	chance_to_ignite_is_doubled
chance_to_ignore_hexproof_%	{0}% chance for Hexes to affect Hexproof Enemies	0	chance_to_ignore_hexproof_%
chance_to_inflict_10_incision_on_attack_hit_%	Attack Hits apply ten Incision	0	chance_to_inflict_10_incision_on_attack_hit_%
chance_to_inflict_additional_impale_%	{0}% chance to inflict an additional Impale on Enemies you Impale	0	chance_to_inflict_additional_impale_%
chance_to_inflict_bleeding_%	{0}% chance to inflict Bleeding on Hit	0	base_chance_to_inflict_bleeding_%
chance_to_inflict_brittle_on_enemy_on_block_%	{0}% chance to inflict Brittle on Enemies when you Block their Damage	0	chance_to_inflict_brittle_on_enemy_on_block_%
chance_to_inflict_cold_exposure_on_hit_with_cold_damage_%	{0}% Chance to inflict Cold Exposure on Hit with Cold Damage	0	chance_to_inflict_cold_exposure_on_hit_with_cold_damage_%
chance_to_inflict_fire_exposure_on_hit_with_fire_damage_%	{0}% Chance to Inflict Fire Exposure on Hit with Fire Damage	0	chance_to_inflict_fire_exposure_on_hit_with_fire_damage_%
chance_to_inflict_frostburn_%	{0}% chance to inflict Brittle	0	chance_to_inflict_frostburn_%
chance_to_inflict_incision_on_attack_hit_%	Attack Hits apply Incision	0	chance_to_inflict_incision_on_attack_hit_%
chance_to_inflict_lightning_exposure_on_hit_with_lightning_damage_%	{0}% Chance to Inflict Exposure on Hit with Lightning Damage	0	chance_to_inflict_lightning_exposure_on_hit_with_lightning_damage_%
chance_to_inflict_sap_on_enemy_on_block_%	{0}% chance to Sap Enemies when you Block their Damage	0	chance_to_inflict_sap_on_enemy_on_block_%
chance_to_inflict_sapped_%	{0}% chance to Sap Enemies	0	chance_to_inflict_sapped_%
chance_to_inflict_scorch_brittle_sap_%	{0}% chance to inflict Scorch, Brittle and Sapped	0	chance_to_inflict_scorch_brittle_sap_%
chance_to_inflict_scorch_on_enemy_on_block_%	{0}% chance to Scorch Enemies when you Block their Damage	0	chance_to_inflict_scorch_on_enemy_on_block_%
chance_to_inflict_wither_%_against_enemies_with_abyssal_wasting	{0}% chance to inflict Withered with Hits against targets affected by Abyssal Wasting	0	chance_to_inflict_wither_%_against_enemies_with_abyssal_wasting
chance_to_intimidate_nearby_enemies_on_melee_kill_%	{0}% chance to Intimidate nearby Enemies for 4 seconds on Melee Kill	0	chance_to_intimidate_nearby_enemies_on_melee_kill_%
chance_to_intimidate_on_hit_%	{0}% chance to Intimidate Enemies for 4 seconds on Hit	0	chance_to_intimidate_on_hit_%
chance_to_leave_2_ground_blades_%	Skills that leave Lingering Blades have {}% chance to leave two Lingering Blades instead of one	0	chance_to_leave_2_ground_blades_%
chance_to_load_a_bolt_on_killing_an_enemy_%	{0}% chance to load a bolt into all Crossbow skills on Kill	0	chance_to_load_a_bolt_on_killing_an_enemy_%
chance_to_not_consume_corpse_%	{0}% chance to not destroy Corpses when Consuming Corpses	0	base_chance_to_not_consume_corpse_%
chance_to_not_consume_glory_%	Skills have a {0}% chance to not consume Glory	0	chance_to_not_consume_glory_%
chance_to_not_consume_infusion_%	Skills have {0}% chance to not remove Elemental Infusions but still count as consuming them	0	chance_to_not_consume_infusion_%
chance_to_not_consume_infusion_%_if_lost_archon_in_past_6_seconds	Skills have {0}% chance to not remove Elemental Infusions but still count as consuming them if you've lost an Archon Buff in the past 6 seconds	0	chance_to_not_consume_infusion_%_if_lost_archon_in_past_6_seconds
chance_to_not_consume_instilling_%	{0}% chance for Surges to suffuse your Projectiles without being Consumed	0	chance_to_not_consume_instilling_%
chance_to_not_consume_parried_%	Chance to not consume Parried@{0:d}%	0	chance_to_not_consume_parried_%
chance_to_not_consume_scarabs_%	Map Device has {0}% chance not to consume Scarabs	0	chance_to_not_consume_scarabs_%
chance_to_pierce_%	{0}% chance to Pierce an Enemy	0	base_chance_to_pierce_%
chance_to_pierce_ignited_enemy_%	Projectiles from Supported Skills have {0}% chance to Pierce Ignited Enemies	0	chance_to_pierce_ignited_enemy_%
chance_to_place_an_additional_mine_%	{0}% chance when throwing Mines to throw up to 1 additional Mine	0	chance_to_place_an_additional_mine_%
chance_to_poison_%_vs_cursed_enemies	{0}% chance to Poison on Hit against Cursed Enemies	0	chance_to_poison_%_vs_cursed_enemies
chance_to_poison_on_critical_strike_with_bow_%	Critical Hits with Bows have a {0}% chance to Poison the Enemy	0	chance_to_poison_on_critical_strike_with_bow_%
chance_to_poison_on_critical_strike_with_dagger_%	Critical Hits with Daggers have a {0}% chance to Poison the Enemy	0	chance_to_poison_on_critical_strike_with_dagger_%
chance_to_poison_on_hit_%	{0}% chance to Poison on Hit	0	base_chance_to_poison_on_hit_%
chance_to_poison_on_hit_%_per_power_charge	{0}% chance to Poison per Power Charge	0	chance_to_poison_on_hit_%_per_power_charge
chance_to_poison_on_hit_%_vs_non_poisoned_enemies	{0}% chance to Poison on Hit against Enemies that are not Poisoned	0	base_chance_to_poison_on_hit_%_vs_non_poisoned_enemies
chance_to_poison_on_hit_+%_vs_non_poisoned_enemies	{0}% increased chance to Poison on Hit against Enemies that are not Poisoned	0	chance_to_poison_on_hit_+%_vs_non_poisoned_enemies
chance_to_poison_on_hit_can_apply_multiple_stacks	Hits can apply Poison more than once	0	chance_to_poison_on_hit_can_apply_multiple_stacks
chance_to_poison_on_hit_with_attacks_%	{0}% chance to Poison on Hit with Attacks	0	chance_to_poison_on_hit_with_attacks_%
chance_to_poison_on_melee_hit_%	Melee Attacks have {0}% chance to Poison on Hit	0	chance_to_poison_on_melee_hit_%
chance_to_retain_40%_of_glory_on_use_%	{0}% chance for Skills to retain 40% of Glory on use	0	chance_to_retain_40%_of_glory_on_use_%
chance_to_sap_%_vs_enemies_in_chilling_areas	{0}% chance to Sap Enemies in Chilling Areas	0	chance_to_sap_%_vs_enemies_in_chilling_areas
chance_to_scorch_%	{0}% chance to Scorch Enemies	0	chance_to_scorch_%
chance_to_shock_%	{0}% chance to Shock	0	base_chance_to_shock_%
chance_to_shock_%_from_skill	Aura grants {0}% chance to Shock	0	base_chance_to_shock_%_from_skill
chance_to_shock_%_while_using_flask	{0}% chance to Shock during any Flask Effect	0	chance_to_shock_%_while_using_flask
chance_to_shock_chilled_enemies_%	{0}% chance to Shock Chilled Enemies	0	chance_to_shock_chilled_enemies_%
chance_to_start_energy_shield_recharge_%_on_gaining_infusion	{0}% chance for Energy Shield Recharge to start when you gain an Infusion	0	chance_to_start_energy_shield_recharge_%_on_gaining_infusion
chance_to_start_energy_shield_recharge_%_on_linking_target	{0}% chance for Energy Shield Recharge to start when you Link to a target	0	chance_to_start_energy_shield_recharge_%_on_linking_target
chance_to_summon_support_ghost_on_hitting_rare_or_unique_%	{0}% chance to Summon a Phantasm when Supported Skills, or Non-Phantasm Minions\nfrom Supported Skills, Hit a Rare or Unique Enemy	0	chance_to_summon_support_ghost_on_hitting_rare_or_unique_%
chance_to_summon_support_ghost_on_killing_blow_%	{0}% chance to Summon a Phantasm when Supported Skills, or Non-Phantasm Minions\nfrom Supported Skills, deal a Killing Blow	0	chance_to_summon_support_ghost_on_killing_blow_%
chance_to_summon_two_totems_%	Skills that would Summon a Totem have {}% chance to Summon two Totems instead	0	chance_to_summon_two_totems_%
chance_to_taunt_on_hit_%	{0}% Chance on Hit to Taunt an Enemy	0	chance_to_taunt_on_hit_%
chance_to_throw_4_additional_traps_%	{0}% chance to throw up to 4 additional Traps	0	chance_to_throw_4_additional_traps_%
chance_to_trigger_fiery_death_on_ignited_enemy_death_%	Enemies Ignited by Supported Skills have {0}% chance to\nexplode on death	0	chance_to_trigger_fiery_death_on_ignited_enemy_death_%
chance_to_trigger_level_20_blink_arrow_on_attack_from_mirror_arrow_%	This Skill is Triggered when you attack with Mirror Arrow	0	chance_to_trigger_level_20_blink_arrow_on_attack_from_mirror_arrow_%
chance_to_trigger_level_20_body_swap_on_detonate_dead_cast_%	This Skill is Triggered when you Explode a Corpse using Detonate Dead	0	chance_to_trigger_level_20_body_swap_on_detonate_dead_cast_%
chance_to_trigger_level_20_bone_corpses_on_stun_with_heavy_strike_or_boneshatter_%	This Skill is Triggered when you Stun an Enemy with Heavy Strike or Boneshatter	0	chance_to_trigger_level_20_bone_corpses_on_stun_with_heavy_strike_or_boneshatter_%
chance_to_trigger_level_20_gravity_sphere_on_cast_with_storm_burst_or_divine_ire_%	This Skill is Triggered when you Cast Storm Burst or Divine Ire	0	chance_to_trigger_level_20_gravity_sphere_on_cast_with_storm_burst_or_divine_ire_%
chance_to_trigger_level_20_hydrosphere_while_channeling_winter_orb_%	This Skill is Triggered every second while you Channel Winter Orb	0	chance_to_trigger_level_20_hydrosphere_while_channeling_winter_orb_%
chance_to_trigger_level_20_ice_nova_on_final_burst_of_glacial_cascade_%	This Skill is Triggered at the Final Burst Location of Glacial Cascade	0	chance_to_trigger_level_20_ice_nova_on_final_burst_of_glacial_cascade_%
chance_to_trigger_level_20_mirror_arrow_on_attack_from_blink_arrow_%	This Skill is Triggered when you attack with Blink Arrow	0	chance_to_trigger_level_20_mirror_arrow_on_attack_from_blink_arrow_%
chance_to_trigger_level_20_summon_spectral_wolf_on_crit_from_cleave_or_reave_%	This Skill is Triggered on Critical Hit with Cleave or Reave	0	chance_to_trigger_level_20_summon_spectral_wolf_on_crit_from_cleave_or_reave_%
chance_to_trigger_level_20_tornado_on_attack_from_split_arrow_or_tornado_shot_%	This Skill is Triggered when you attack with Split Arrow or Tornado Shot	0	chance_to_trigger_level_20_tornado_on_attack_from_split_arrow_or_tornado_shot_%
chance_to_trigger_living_lightning_on_lightning_damage_%	This Skill is Triggered on dealing Lightning Damage with Supported Skill	0	chance_to_trigger_living_lightning_on_lightning_damage_%
