# skill_name_map.tsv - generated by poe_tools.py (build-item-names)
# generated: 2026-09-15T15:29:38Z
# GrantedEffects.Id (read live from memory) -> ActiveSkills.DisplayedName.
# columns: granted_effect_id	displayed_name	icon_ddsfile
DisengagePlayer	Disengage	Art/2DArt/SkillIcons/ImpaleSkillIcon.dds
DisengageRogueExileHuntress1	Disengage	Art/2DArt/SkillIcons/ImpaleSkillIcon.dds
DoLiterallyNothing	???	
DoLiterallyNothingPlayer	???	
DominatingAuraPlayer	[DNT-UNUSED] Dominating Aura	Art/2DArt/SkillIcons/SpellDamageAura.dds
DoomBlastPlayer	Doom Blast	Art/2DArt/SkillIcons/ViciousHex.dds
DreadBannerPlayer	Dread Banner	Art/2DArt/SkillIcons/DreadBannerSkill.dds
DreadBannerReservationPlayer	Dread Banner	Art/2DArt/SkillIcons/DreadBannerSkill.dds
DuneLurkerShieldCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
EAAHellscapeFleshElite2Combo1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAOlrothCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAOlrothDash1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAOlrothDash2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAOlrothDash3	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAQuadrillaBossCleaveLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAQuadrillaBossCleaveRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAAQuadrillaBossSpin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAASoulCoreQuadrillaBossCleaveLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAASoulCoreQuadrillaBossCleaveRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EAASoulCoreQuadrillaBossSpin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASKaruiHornSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASScarecrowCrowStorm	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASTitanSweepEndToIdle	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASTitanSweepEndToSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASVampireQueenBodySwap	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EASWifeMonsterBodySwap	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EDSGolemancerReapLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EDSGolemancerReapRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ESRechargeForceRestartWaterDjinn	Navira's Well	Art/2DArt/SkillIcons/SorceressWaterDjinnESRechargeCommand.dds
EarthquakePlayer	Earthquake	Art/2DArt/SkillIcons/BruteEarthquake.dds
EarthshatterPlayer	Earthshatter	Art/2DArt/SkillIcons/BruteEarthshatter.dds
EarthshatterRogueExileWarrior2	Earthshatter	Art/2DArt/SkillIcons/BruteEarthshatter.dds
ElectrocutingArrowPlayer	Electrocuting Arrow	Art/2DArt/SkillIcons/RangerElectrocutingRodSkill.dds
ElectrocutingArrowRogueExileRanger2	Electrocuting Arrow	Art/2DArt/SkillIcons/RangerElectrocutingRodSkill.dds
ElementalConfluxPlayer	Elemental Conflux	Art/2DArt/SkillIcons/ElementalConfluxSkill.dds
ElementalExpressionTriggeredPlayer	Elemental Expression	Art/2DArt/SkillIcons/MonkInvokerWildStrike.dds
ElementalHitSkeletonKnightIncursion	[DNT-UNUSED] Elemental Hit	Art/2DArt/SkillIcons/iconelementalhit.dds
ElementalSiphonPlayer	Elemental Siphon	Art/2DArt/SkillIcons/ElementalSiphonSkillIcon.dds
ElementalStormPlayer	Elemental Storm	Art/2DArt/SkillIcons/SorceressElementalStorm.dds
ElementalSunderingPlayer	Elemental Sundering	Art/2DArt/SkillIcons/HuntressExtraElements.dds
ElementalWeaknessPlayer	Elemental Weakness	Art/2DArt/SkillIcons/elementalweakness.dds
EmberFusilladePlayer	Ember Fusillade	Art/2DArt/SkillIcons/SorceressBlazingCluster.dds
EmergencyReloadPlayer	Emergency Reload	Art/2DArt/SkillIcons/MercEmergencyReload.dds
EncaseInJadePlayer	Encase in Jade	Art/2DArt/SkillIcons/BruteWarbringerEncasedJade.dds
EnervatingNovaPlayer	Enervating Nova	Art/2DArt/SkillIcons/EnervatingNovaWeaponSkill.dds
EnfeeblePlayer	Enfeeble	Art/2DArt/SkillIcons/enfeeble.dds
EnfeebleRogueExileWarrior2	Enfeeble	Art/2DArt/SkillIcons/enfeeble.dds
EnfeebleRogueExileWitch2	Enfeeble	Art/2DArt/SkillIcons/enfeeble.dds
EnforcedWalkingPlayer	[DNT-UNUSED] enforced_walking	Art/2DArt/SkillIcons/iconbasicattack.dds
EnrageSkeletonReaverMinion	Enrage	Art/2DArt/SkillIcons/WitchReaverSkeleton.dds
EntanglePlayer	Entangle	Art/2DArt/SkillIcons/DruidEntangle.dds
EscapeShotIceFragmentPlayer	Ice Fragments	Art/2DArt/SkillIcons/iconbasicattack.dds
EscapeShotPlayer	Escape Shot	Art/2DArt/SkillIcons/RangerFrostEscapeShot.dds
EscapeShotRogueExileRanger1	Escape Shot	Art/2DArt/SkillIcons/RangerFrostEscapeShot.dds
EssenceDrainPlayer	Essence Drain	Art/2DArt/SkillIcons/WitchEssenceDrain.dds
EssenceDrainRogueExileWitch2	Essence Drain	Art/2DArt/SkillIcons/WitchEssenceDrain.dds
EternalMarchPlayer	Eternal March	Art/2DArt/SkillIcons/ExpeditionWardforgedMinions.dds
EternalRagePlayer	Eternal Rage	Art/2DArt/SkillIcons/CeaselessRageSkill.dds
EvasiveStrikePlayer	[DNT-UNUSED] Evasive Strike	Art/2DArt/SkillIcons/passives/clawsofthepride.dds
ExecutionerChannelledSlam	Supercharged Slam	Art/2DArt/SkillIcons/BruteSuperchargedSlam.dds
ExecutionerMinionLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
ExpeditionMedvedComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ExpeditionMedvedCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ExpeditionMegaSkeletonCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ExpeditionMegaSkeletonHeavyMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ExpeditionMonsterHeavyStrike	Armour Breaker	Art/2DArt/SkillIcons/BruteHeavyStrike.dds
ExpeditionVoranaMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ExplodingPoisonToadPlayer	Bursting Fen Toad	Art/2DArt/SkillIcons/MurkshaftToads.dds
ExplosiveConcoctionPlayer	Explosive Concoction	Art/2DArt/SkillIcons/RangerBrewConcoctionFireSkill.dds
ExplosiveGrenadePlayer	Explosive Grenade	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
ExplosiveGrenadeRogueExileMercenary1	Explosive Grenade	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
ExplosiveShotAmmoPlayer	Load Explosive Shot	Art/2DArt/SkillIcons/PowerShotIncendiary.dds
ExplosiveShotAmmoRogueExileMercenary1	Load Explosive Shot	Art/2DArt/SkillIcons/PowerShotIncendiary.dds
ExplosiveShotPlayer	Explosive Shot	Art/2DArt/SkillIcons/PowerShotIncendiary.dds
ExplosiveShotRogueExileMercenary1	Explosive Shot	Art/2DArt/SkillIcons/PowerShotIncendiary.dds
ExplosiveSpearPlayer	Explosive Spear	Art/2DArt/SkillIcons/HuntressRemoteMineSpear.dds
ExplosiveSpearRogueExileHuntress2	Explosive Spear	Art/2DArt/SkillIcons/HuntressRemoteMineSpear.dds
ExplosiveTeleportSandDjinn	Kelari's Deception	Art/2DArt/SkillIcons/SorceressSandDjinnExplosiveTeleport.dds
ExplosiveTransmutationPlayer	Explosive Transmutation	Art/2DArt/SkillIcons/ExpeditionExplosiveTransmutation.dds
ExsanguinatePlayer	Exsanguinate	Art/2DArt/SkillIcons/BloodTendrilsSkill.dds
EyeOfWinterPlayer	Eye of Winter	Art/2DArt/SkillIcons/SorceressEyeofWinter.dds
EzomyteReaperComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
EzomyteReaperCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
FaceLastTarget	Face Last Target	Art/2DArt/SkillIcons/IllusionaryWolf.dds
FallingThunderPlayer	Falling Thunder	Art/2DArt/SkillIcons/MonkLightningStrike.dds
FangsOfFrostPlayer	Fangs of Frost	Art/2DArt/SkillIcons/FangsofFrostSkillIcon.dds
FeastOfFleshPlayer	Feast of Flesh	Art/2DArt/SkillIcons/WeaponFeastofFlesh.dds
FerociousRoarMetaPlayer	Ferocious Roar	Art/2DArt/SkillIcons/DruidBearWarcry.dds
FireBombSkeletonMinion	Fire Bomb	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
FireRuneFireDjinn	Ruzhan's Trap	Art/2DArt/SkillIcons/SorceressFireDjinnFlameRunes.dds
FireballIncursionChaos	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
FireballIncusionFire	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
FireballIncusionLightning	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
FireballPlayer	Fireball	Art/2DArt/SkillIcons/SorceressGreaterFireball.dds
FireboltPlayer	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
FireboltRogueExileSorceress2	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
FirestormPlayer	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
FirestormRogueExileSorceress1	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
FlameLinkPlayer	Flame Link	Art/2DArt/SkillIcons/FlameLink.dds
FlameSliceFireDjinn	Ruzhan's Zealotry	Art/2DArt/SkillIcons/SorceressSummonFireDjinn.dds
FlameSlicePlayer	[DNT-UNUSED] Flame Slice	Art/2DArt/SkillIcons/passives/TwoHandedMeleeDamage.dds
FlameWallPlayer	Flame Wall	Art/2DArt/SkillIcons/SorceressFlameWall.dds
FlameblastPlayer	Flameblast	Art/2DArt/SkillIcons/SorceressFlameblast.dds
FlameblastRogueExileSorceress2	Flameblast	Art/2DArt/SkillIcons/SorceressFlameblast.dds
FlammabilityPlayer	Flammability	Art/2DArt/SkillIcons/Flammability.dds
FlammabilityRogueExileSorceress1	Flammability	Art/2DArt/SkillIcons/Flammability.dds
FlashGrenadePlayer	Flash Grenade	Art/2DArt/SkillIcons/FlashbangGrenade.dds
FlashGrenadeRogueExileMercenary1	Flash Grenade	Art/2DArt/SkillIcons/FlashbangGrenade.dds
FlickerStrikePlayer	Flicker Strike	Art/2DArt/SkillIcons/MonkFlickerStrikeTeleport.dds
ForgeHammerPlayer	Forge Hammer	Art/2DArt/SkillIcons/WarriorForgeHammer.dds
ForsakenChargeFar	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
ForsakenCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ForsakenMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
FortifyingCryPlayer	Fortifying Cry	Art/2DArt/SkillIcons/WarriorShieldingCry.dds
FortifyingCryShockwavePlayer	Shield Wave	Art/2DArt/SkillIcons/WarriorShieldingCry.dds
FragmentationRoundsAmmoPlayer	Load Fragmentation Rounds	Art/2DArt/SkillIcons/BurstShotPhysical.dds
FragmentationRoundsAmmoRogueExileMercenary1	Load Fragmentation Rounds	Art/2DArt/SkillIcons/BurstShotPhysical.dds
FragmentationRoundsPlayer	Fragmentation Rounds	Art/2DArt/SkillIcons/BurstShotPhysical.dds
FragmentationRoundsRogueExileMercenary1	Fragmentation Rounds	Art/2DArt/SkillIcons/BurstShotPhysical.dds
FragmentsOfThePastFragmentPlayer	Ice Fragments	Art/2DArt/SkillIcons/iconbasicattack.dds
FragmentsOfThePastPlayer	Fragments of the Past	Art/2DArt/SkillIcons/ExpeditionFragmentsofthePast.dds
FreezingMarkPlayer	Freezing Mark	Art/2DArt/SkillIcons/FreezingMarkSkill.dds
FreezingSalvoPlayer	Freezing Salvo	Art/2DArt/SkillIcons/RangerFreezingSalvoSkill.dds
FreezingSalvoRogueExileRanger1	Freezing Salvo	Art/2DArt/SkillIcons/RangerFreezingSalvoSkill.dds
FreezingShardsPlayer	Freezing Shards	Art/2DArt/SkillIcons/FreezingShardsStaff.dds
FreezingShardsRogueExile	Freezing Shards	Art/2DArt/SkillIcons/FreezingShardsStaff.dds
FreezingWordPlayer	[DNT-UNUSED] Freezing Word	Art/2DArt/SkillIcons/MonkFreezingWord.dds
FrostBoltSkeletonMageMinion	Ice Shard	Art/2DArt/SkillIcons/FreezingBolts.dds
FrostBombExileMonk2	Frost Bomb	Art/2DArt/SkillIcons/SorceressFrostBomb.dds
FrostBombPlayer	Frost Bomb	Art/2DArt/SkillIcons/SorceressFrostBomb.dds
FrostDartsPlayer	Frost Darts	Art/2DArt/SkillIcons/FrostDartsSkillIcon.dds
FrostWallPlayer	Frost Wall	Art/2DArt/SkillIcons/SorceressFrostWall.dds
FrostWallRogueExileMercenary2	Frost Wall	Art/2DArt/SkillIcons/SorceressFrostWall.dds
FrostboltPlayer	Frostbolt	Art/2DArt/SkillIcons/SorceressFrostbolt.dds
FrostboltRogueExileSorceress2	Frostbolt	Art/2DArt/SkillIcons/SorceressFrostbolt.dds
FrostflameNovaPlayer	Frostflame Nova	Art/2DArt/SkillIcons/ExpeditionFrostfireNova.dds
FrozenLocusPlayer	Frozen Locus	Art/2DArt/SkillIcons/MonkIceAmbush.dds
FrozenOneCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
FulminatingConcoctionPlayer	Fulminating Concoction	Art/2DArt/SkillIcons/RangerBrewConcoctionLightningSkill.dds
FulminationPlayer	Fulmination	Art/2DArt/SkillIcons/WrathAuraWeaponSkill.dds
FungalTerrainPlayer	[DNT] Fungal Terrain	Art/2DArt/SkillIcons/holygroundfire.dds
FungusBehemothWarpEnemiesToSwamp	Izaro Warp	Art/2DArt/SkillIcons/ShockwaveSlam.dds
FuriousSlamPlayer	Furious Slam	Art/2DArt/SkillIcons/DruidBearSlam.dds
FuturePastPlayer	Future-Past	Art/2DArt/SkillIcons/HinekorasSightUnique.dds
GAAnimateWeaponQuarterstaffSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GAHellscapeFleshBossRangedMelee1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GARootedScytheCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GARootedWhip	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GASkeletalReaperEmergeReap	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GASkeletalReaperRunemarkedEmergeReap	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GSBoneOfferingExplosionMinion	Bone Explosion	
GSBoneOfferingExplosionMinionSanguine	Bone Explosion	
GaleStrikeExileMonk1	Wind Blast	Art/2DArt/SkillIcons/MonkGaleStrikeSwing.dds
GaleStrikePlayer	Wind Blast	Art/2DArt/SkillIcons/MonkGaleStrikeSwing.dds
GalvanicFieldBuffPlayer	Galvanic Field	Art/2DArt/SkillIcons/GalvanicFieldWeaponSkill.dds
GalvanicShardsAmmoPlayer	Load Galvanic Shards	Art/2DArt/SkillIcons/BurstShotStormblast.dds
GalvanicShardsPlayer	Galvanic Shards	Art/2DArt/SkillIcons/BurstShotStormblast.dds
GasArrowPlayer	Gas Arrow	Art/2DArt/SkillIcons/RangerGasCloudSkill.dds
GasArrowRogueExileRanger2	Gas Arrow	Art/2DArt/SkillIcons/RangerGasCloudSkill.dds
GasShotSkeletonSniperMinion	Gas Arrow	Art/2DArt/SkillIcons/WitchArcherSkeleton.dds
GatheringStormExileMonk1	Gathering Storm	Art/2DArt/SkillIcons/MonkGatheringStorm.dds
GatheringStormPlayer	Gathering Storm	Art/2DArt/SkillIcons/MonkGatheringStorm.dds
GelidPalmPlayer	Gelid Palm	Art/2DArt/SkillIcons/FrostFury.dds
GeminiSurgePlayer	Gemini Surge	Art/2DArt/SkillIcons/AmazonElementalInfusionSkillIcon.dds
GemlingBossGemBlastCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GemlingBossGemBlastComboEmpowered	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GemlingBossSlipAttackLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GemlingBossSlipAttackRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GenericMinionCommandPlayer	Direct Minions	Art/2DArt/SkillIcons/MinionFocusFire.dds
GhostDancePlayer	Ghost Dance	Art/2DArt/SkillIcons/MonkGhostDance.dds
GhostPirateBladeVortex	Blade Vortex	Art/2DArt/SkillIcons/SpinningEtherealBlades.dds
GhostPirateBladeVortexSpectre	Blade Vortex	Art/2DArt/SkillIcons/SpinningEtherealBlades.dds
GhostPirateChampionSpectralThrow	Spectral Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
GhostPirateChampionSpectralThrowSpectre	Spectral Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
GhoulCommanderDash	Dash	Art/2DArt/SkillIcons/iconbasicattack.dds
GinsengTurnAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GlacialBoltAmmoPlayer	Load Glacial Bolt	Art/2DArt/SkillIcons/PowerShotPermafrost.dds
GlacialBoltPlayer	Glacial Bolt	Art/2DArt/SkillIcons/PowerShotPermafrost.dds
GlacialCascadeExileMonk1	Glacial Cascade	Art/2DArt/SkillIcons/MonkGlacialCascade.dds
GlacialCascadePlayer	Glacial Cascade	Art/2DArt/SkillIcons/MonkGlacialCascade.dds
GlacialLancePlayer	Glacial Lance	Art/2DArt/SkillIcons/HuntressGlacialLance.dds
GladiatorPitbullComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GladiatorPitbullHeadbutt	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
GoreChargerCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
GoreChargerChargeIncursion	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
GoreChargerMountCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
GraveCommandPlayer	His Grave Command	Art/2DArt/SkillIcons/GraveCommand.dds
GreatHuntPackleaderMinion	Eternal Hunt	Art/2DArt/SkillIcons/ThePackleaderCommandSkill.dds
GrimFeastPlayer	Grim Feast	Art/2DArt/SkillIcons/WitchGrimFeast.dds
GrimFeastResummonPlayer	Grim Resurrection	Art/2DArt/SkillIcons/WitchGrimFeast.dds
GrimPillarsPlayer	Grim Pillars	Art/2DArt/SkillIcons/ExpeditionGrimPillars.dds
HailstormRoundsAmmoPlayer	Load Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HailstormRoundsAmmoRogueExile	Load Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HailstormRoundsAmmoRogueExileMercenary2	Load Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HailstormRoundsPlayer	Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HailstormRoundsRogueExile	Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HailstormRoundsRogueExileMercenary2	Hailstorm Rounds	Art/2DArt/SkillIcons/SiegeCascadePermafrost.dds
HammerOfNgamahu	[DNT] Hammer of Ngamahu	Art/2DArt/SkillIcons/BruteHammerOfTheGods.dds
HammerOfTheGodsPlayer	Hammer of the Gods	Art/2DArt/SkillIcons/BruteHammerOfTheGods.dds
HammerOfTheGodsRogueExileWarrior1	Hammer of the Gods	Art/2DArt/SkillIcons/BruteHammerOfTheGods.dds
HandOfChayulaPlayer	Hand of Chayula	Art/2DArt/SkillIcons/MonkHandOfChayula.dds
HandOfChayulaRogueExileWitch2	Hand of Chayula	Art/2DArt/SkillIcons/MonkHandOfChayula.dds
HandSlamSandDjinn	Kelari's Judgment	Art/2DArt/SkillIcons/SorceressSandDjinnDaggerslamSkill.dds
HarbingerOfMadnessPlayer	Harbinger of Madness	Art/2DArt/SkillIcons/Murkmaw.dds
HarborBossSpectralHelix	Spectral Helix	Art/2DArt/SkillIcons/SpectralSpiral.dds
HarvestBeastCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
HarvestGoatmanLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
HarvestHellionTectSlam	Tectonic Slam	Art/2DArt/SkillIcons/TectonicSlam.dds
HarvestHulkLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
HarvestHulkLeapSlamEnraged	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
HarvestRhexLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
HarvestScorpionMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HarvestSquidBallLightning	Ball Lightning	Art/2DArt/SkillIcons/SorceressBallLightning.dds
HarvestTacoLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
HazardousHoldoutPlayer	Kinetic Bash	Art/2DArt/SkillIcons/BruteShieldBlock.dds
HeartOfIcePlayer	Heart of Ice	Art/2DArt/SkillIcons/ChillingAuraSkillStaff.dds
HeistCasterFlameblast	Flameblast	Art/2DArt/SkillIcons/ChargedBlast.dds
HeistCultistSawbladeMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistCultistUnarmedLeap	Whirling Blades	Art/2DArt/SkillIcons/iconbladeflurry.dds
HeistMannequinMelee2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistMilitaryEliteShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
HeistMilitaryMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistMilitaryMinibossShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
HeistProjectUnarmedMelee1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistProjectUnarmedMelee2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistRoboDogCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
HeistRobotClockworkRoll	Whirling Blades	Art/2DArt/SkillIcons/iconbladeflurry.dds
HeistSkeletonCausticArrow	Caustic Arrow	Art/2DArt/SkillIcons/poisonarrow.dds
HeistSkeletonMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistSkeletonMoltenStrike	Molten Strike	Art/2DArt/SkillIcons/MoltenStrike.dds
HeistThugMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistThugMeleeWDK	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HeistThugTrapperEnsnaringArrow	Ensnaring Arrow	Art/2DArt/SkillIcons/EnsnaringArrow.dds
HeistTullinaMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HellscapeDemonBossMeleeAtAnimationSpeedFireKnockback	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HellscapeFleshFodderArc	Arc	Art/2DArt/SkillIcons/SorceressArc.dds
HeraldOfAshPlayer	Herald of Ash	Art/2DArt/SkillIcons/HeraldOfAshSkill.dds
HeraldOfBloodPlayer	Herald of Blood	Art/2DArt/SkillIcons/HeraldOfBloodSkill.dds
HeraldOfIcePlayer	Herald of Ice	Art/2DArt/SkillIcons/HeraldOfIceSkill.dds
HeraldOfPlaguePlayer	Herald of Plague	Art/2DArt/SkillIcons/HeraldOfAgonySkill.dds
HeraldOfThunderPlayer	Herald of Thunder	Art/2DArt/SkillIcons/HeraldOfThunderSkill.dds
HexblastPlayer	Hexblast	Art/2DArt/SkillIcons/WitchHexBlast.dds
HighVelocityRoundsAmmoPlayer	Load High Velocity Rounds	Art/2DArt/SkillIcons/PowerShotPhysical.dds
HighVelocityRoundsPlayer	High Velocity Rounds	Art/2DArt/SkillIcons/PowerShotPhysical.dds
HisFoulEmergencePlayer	His Foul Emergence	Art/2DArt/SkillIcons/ScreamingDevastation.dds
HisWinnowingFlamePlayer	His Winnowing Flame	Art/2DArt/SkillIcons/WinnowingFlame.dds
HollowFocusPlayer	Hollow Focus	Art/2DArt/SkillIcons/MartialArtistSpectralBellSkill.dds
HollowResonancePlayer	Hollow Resonance	Art/2DArt/SkillIcons/MartialArtistCarrySpectralBellSkill.dds
HollowShellPlayer	Hollow Shell	Art/2DArt/SkillIcons/ExpeditionHollowShell.dds
HusbandMonsterBlazingLance	Blazing Lance	Art/2DArt/SkillIcons/HuntressBlazingLance.dds
HusbandMonsterCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HusbandMonsterCleaveEmpowered	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HusbandMonsterComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HydraPlayer	Hydra Familiar	Art/2DArt/SkillIcons/AncestorTotemSkill.dds
HyenaCacklePlayer	Cackling Companions	Art/2DArt/SkillIcons/HandoftheClanSkill.dds
HyenaCentaurMeleeStab	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HyenaCentaurMeleeSwipe	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HyenaCompanionMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
HyperSlashPlayer	[DNT-UNUSED] Hyper Slash	Art/2DArt/SkillIcons/ChargedAttack.dds
HypothermiaPlayer	Hypothermia	Art/2DArt/SkillIcons/Frostbite.dds
IceArmourSkeletonMageMinion	Ice Armour	Art/2DArt/SkillIcons/WitchFrostSkeleton.dds
IceBombSkeletonMageMinion	Ice Bomb	Art/2DArt/SkillIcons/WitchFrostSkeleton.dds
IceCrashIceGoblin	Ice Crash	Art/2DArt/SkillIcons/IceCrash.dds
IceFragmentsPlayer	Ice Fragments	Art/2DArt/SkillIcons/iconbasicattack.dds
IceFusedSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
IceGorigatorBite	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
IceNovaPlayer	Ice Nova	Art/2DArt/SkillIcons/SorceressIceNova.dds
IceNovaRogueExileRanger1	Ice Nova	Art/2DArt/SkillIcons/SorceressIceNova.dds
IceNovaRogueExileSorceress2	Ice Nova	Art/2DArt/SkillIcons/SorceressIceNova.dds
IceShardsAmmoPlayer	Load Ice Shards	Art/2DArt/SkillIcons/RapidShotPermafrost.dds
IceShardsPlayer	Ice Shards	Art/2DArt/SkillIcons/RapidShotPermafrost.dds
IceShotPlayer	Ice Shot	Art/2DArt/SkillIcons/RangerIceShot.dds
IceStrikePlayer	Ice Strike	Art/2DArt/SkillIcons/MonkComboAttack.dds
IceTippedArrowsIceFragmentPlayer	Ice Fragments	Art/2DArt/SkillIcons/iconbasicattack.dds
IceTippedArrowsPlayer	Ice-Tipped Arrows	Art/2DArt/SkillIcons/RangerShearingBolts.dds
IcestormPlayer	Icestorm	Art/2DArt/SkillIcons/IceStormSkillStaff.dds
ImpurityPlayer	Impurity	Art/2DArt/SkillIcons/PurityofChaosWeaponSkill.dds
